scene,N,subset,pixel_seed,init_mode,information,reconstruction_error,final_objective,grad_norm,proj_grad_norm
conf_egg,3,"7,22,26",979404881,global,-7.53223075250732,0.009438639506697655,0.00011940185504499823,0.0004507113012535495,1.8917362689971924
conf_egg,3,"7,22,26",979404881,oracle_local,-7.53223075250732,0.0055707897990942,0.00010402290354249999,0.0005554483921998004,3.067965030670166
conf_egg,3,"22,27,30",295193779,global,-8.479182525132142,0.057299815118312836,0.00014980265405029058,0.00028874098539936785,0.7588650584220886
conf_egg,3,"22,27,30",295193779,oracle_local,-8.479182525132142,0.006897382903844118,0.00010066021786769852,0.000506294019113353,2.820220947265625
conf_egg,3,"17,29,31",1210202928,global,-7.593305379710141,0.012981880456209183,0.00013192104233894497,0.00041744096574481305,1.5843572616577148
conf_egg,3,"17,29,31",1210202928,oracle_local,-7.593305379710141,0.007101983763277531,0.00011646441998891532,0.0005219593985437477,2.560936212539673
conf_egg,3,"0,7,22",1551897398,global,-6.981440445343654,0.007026337552815676,0.00014316156739369035,0.0005054968585809297,2.0041215419769287
conf_egg,3,"0,7,22",1551897398,oracle_local,-6.981440445343654,0.005621815100312233,0.0001139817904913798,0.0005500299964868275,2.7763946056365967
conf_egg,3,"15,21,22",1318154442,global,-7.29858143218521,0.010254099033772945,0.0001351926039205864,0.00045911384475231035,1.7933638095855713
conf_egg,3,"15,21,22",1318154442,oracle_local,-7.29858143218521,0.005561382509768009,0.00010929016571026295,0.0005453393318563974,2.8332912921905518
conf_egg,3,"5,23,25",1381009978,global,-7.240025203172797,0.011202216148376465,0.00014452257892116904,0.000454170500775317,1.6958502531051636
